Run ID,Transform Init,Transforms,Output Transform,Fold,Best Epoch,Test F1,Test Precision,Test Recall,Test Accuracy,TN,FP,FN,TP
wi1mlt0r,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandShiftIntensity(prob=0.5, offsets=(-0.1, 0.4))",None,4,27,0.26168224299065423,0.19444444444444445,0.4,,157,58,21,14
8wwhhq7x,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandShiftIntensity(prob=0.5, offsets=(0.1, 0.4))",None,4,39,0.4680851063829787,0.9166666666666666,0.3142857142857143,,214,1,24,11
ift7xf3o,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandShiftIntensity(prob=0.5, offsets=(-0.1, 0.1))",None,4,39,0.40909090909090906,1.0,0.2571428571428571,,215,0,26,9
252x8stj,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandShiftIntensity(prob=0.5, offsets=(0.05, 0.05))",None,4,37,0.3846153846153846,0.5882352941176471,0.2857142857142857,,208,7,25,10
1wkyzq4w,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandShiftIntensity(prob=0.5, offsets=(0.1, 0.1))",None,4,38,0.4897959183673469,0.8571428571428571,0.34285714285714286,,213,2,23,12
7ahyljc0,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomAdjustSharpness(sharpness_factor=3.0, p=0.5)",None,4,39,0.34285714285714286,0.34285714285714286,0.34285714285714286,,192,23,23,12
7k45q2cl,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomAdjustSharpness(sharpness_factor=2.5, p=0.5)",None,4,38,0.34375,0.3793103448275862,0.3142857142857143,,197,18,24,11
sexca64w,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomAdjustSharpness(sharpness_factor=1.5, p=0.5)",None,4,37,0.44,0.7333333333333333,0.3142857142857143,,211,4,24,11
o9s28zsx,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomAdjustSharpness(sharpness_factor=2.0, p=0.5)",None,4,35,0.30588235294117644,0.26,0.37142857142857144,,178,37,22,13
q2ee54ol,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandGaussianSharpen(prob=0.5, alpha=(1.0, 5.0))",None,4,28,0.3870967741935484,0.4444444444444444,0.34285714285714286,,200,15,23,12
pbb3sqzl,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandGaussianSharpen(prob=0.5, alpha=(0.0, 2.0))",None,4,38,0.30588235294117644,0.26,0.37142857142857144,,178,37,22,13
d85jdwe4,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandGaussianSharpen(prob=0.5, alpha=(2.0, 2.0))",None,4,16,0.41935483870967744,0.48148148148148145,0.37142857142857144,,201,14,22,13
ngix1nl8,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 1.5))], p=0.25)",None,4,39,0.393939393939394,0.41935483870967744,0.37142857142857144,,197,18,22,13
ajwbnist,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(1.5, 2.0))], p=0.5)",None,4,27,0.35135135135135137,0.3333333333333333,0.37142857142857144,,189,26,22,13
8qgvmfg3,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(1.5, 2.0))], p=0.5)",None,4,15,0.3773584905660377,0.5555555555555556,0.2857142857142857,,207,8,25,10
y91gzu91,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.5, 1.0))], p=0.5)",None,4,17,0.2524271844660194,0.19117647058823528,0.37142857142857144,,160,55,22,13
ydemkh7a,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.5, 1.0))], p=0.5)",None,4,37,0.23728813559322037,0.2916666666666667,0.2,,198,17,28,7
co1c93uz,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 0.5))], p=0.5)",None,4,35,0.3720930232558139,1.0,0.22857142857142856,,215,0,27,8
9fwl9sz6,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 0.5))], p=0.5)",None,4,39,0.35135135135135137,0.3333333333333333,0.37142857142857144,,189,26,22,13
awze0z5j,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 2.0))], p=0.5)",None,4,18,0.41935483870967744,0.48148148148148145,0.37142857142857144,,201,14,22,13
a6xnnhjp,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 2.0))], p=0.5)",None,4,24,0.3389830508474576,0.4166666666666667,0.2857142857142857,,201,14,25,10
6ocfqnmc,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(2, 2), gamma=(0.5, 1.5))",None,4,16,0.203125,0.13978494623655913,0.37142857142857144,,135,80,22,13
