Run ID,Transform Init,Transforms,Output Transform,Fold,Best Epoch,Test F1,Test Precision,Test Recall,Test Accuracy,TN,FP,FN,TP,sweep_type
exmyxcjc,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomContrastByMultiply(p=0.5, multiplier=(0.01, 0.1))",,3,19,0.8536585365853657,1.0,0.7446808510638298,,166,0,12,35,pixel-level
gtlot5lp,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomContrastByMultiply(p=0.5, multiplier=(0.1, 0.5))",,3,11,0.523076923076923,0.4096385542168674,0.723404255319149,,117,49,13,34,pixel-level
6v56s962,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomContrastByMultiply(p=0.5, multiplier=(0.5, 1.5))",,3,13,0.2592592592592592,1.0,0.1489361702127659,,166,0,40,7,pixel-level
l8ydgff1,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(contrast=0.5)], p=0.5)",,3,16,0.4,0.2734375,0.7446808510638298,,73,93,12,35,pixel-level
t6gx07a3,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(contrast=0.3)], p=0.5)",,3,13,0.6862745098039216,0.6363636363636364,0.7446808510638298,,146,20,12,35,pixel-level
4tnv9tpe,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(contrast=0.1)], p=0.5)",,3,34,0.4697986577181209,0.3431372549019608,0.7446808510638298,,99,67,12,35,pixel-level
c6zcfw63,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.4, contrast=0.4)], p=0.5)",,3,6,0.4590163934426229,1.0,0.2978723404255319,,166,0,33,14,pixel-level
2twp5pjm,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.15, contrast=0.15)], p=0.5)",,3,18,0.7608695652173912,0.7777777777777778,0.7446808510638298,,156,10,12,35,pixel-level
jlewkqur,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.3)], p=0.5)",,3,15,0.6862745098039216,0.6363636363636364,0.7446808510638298,,146,20,12,35,pixel-level
0gxciiiq,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3)], p=0.5)",,3,14,0.2928870292887029,0.1822916666666666,0.7446808510638298,,9,157,12,35,pixel-level
6xmcnl1v,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3, saturation=0.3)], p=0.5)",,3,16,0.7297297297297298,1.0,0.574468085106383,,166,0,20,27,pixel-level
msmhk5xr,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3, saturation=0.3, hue=0.3)], p=0.5)",,3,19,0.3319838056680161,0.205,0.8723404255319149,,7,159,6,41,pixel-level
3vpmlw5q,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","T.RandomApply([T.ColorJitter(brightness=0.1, contrast=0.1, saturation=0.1, hue=0.1)], p=0.5)",,3,17,0.8536585365853657,1.0,0.7446808510638298,,166,0,12,35,pixel-level
rm7x8age,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomBrightnessByAdd(p=0.5, delta=(-0.35, 0.35))",,3,22,0.7777777777777778,0.813953488372093,0.7446808510638298,,158,8,12,35,pixel-level
cqjf3zpi,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomBrightnessByAdd(p=0.5, delta=(-0.25, 0.25))",,3,12,0.7948717948717948,1.0,0.6595744680851063,,166,0,16,31,pixel-level
8bb17cu1,"CT.TransformResize((600, 400))
CT.TransformPad((600, 400))","CT.RandomBrightnessByAdd(p=0.5, delta=(-0.15, 0.15))",,3,12,0.5882352941176471,0.4861111111111111,0.7446808510638298,,129,37,12,35,pixel-level
