Transforms,Test F1_mean,Test F1_max,Test F1_min,Test Precision_mean,Test Precision_max,Test Precision_min,Test Recall_mean,Test Recall_max,Test Recall_min,Test Accuracy_mean,Test Accuracy_max,Test Accuracy_min,sweep_type,average_metric
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 0.5))], p=0.5)",0.2692720918277207,0.8536585365853657,0.0,0.6063157894736843,1.0,0.0,0.2242800855566812,0.7446808510638298,0.0,,,,pixel-level,0.47609946054800667
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 2.0))], p=0.5)",0.1328261916225325,0.4193548387096774,0.0,0.3019037729318102,1.0,0.0,0.1187301587301587,0.3714285714285714,0.0,,,,pixel-level,0.2341550312951372
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.5, 1.0))], p=0.5)",0.2598125254187554,0.8536585365853657,0.0,0.4455523672883787,1.0,0.0,0.2602589215355173,0.7446808510638298,0.0,,,,pixel-level,0.471369677343524
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(1.5, 2.0))], p=0.5)",0.097065142065142,0.3513513513513513,0.0,0.2824561403508772,1.0,0.0,0.1007632556568726,0.3714285714285714,0.0,,,,pixel-level,0.18907311157311152
"MT.RandGridDistortion(num_cells=3, prob=0.5, distort_limit=(-0.03, 0.03))",0.2021639784946236,0.53125,0.0,0.3287782034908472,1.0,0.0,0.2411887875717663,0.723404255319149,0.0,,,,grid_distortion,0.31358198924731184
"MT.RandGridDistortion(num_cells=3, prob=0.5, distort_limit=(-0.09, 0.09))",0.1965056447083706,0.4861111111111111,0.0,0.1445420314189264,0.3608247422680412,0.0,0.3557889343069093,0.7446808510638298,0.0,,,,grid_distortion,0.29269726679862973
"MT.RandGridDistortion(num_cells=3, prob=0.5, distort_limit=(-0.1, 0.1))",0.2231578947368421,0.8,0.0,0.2374839537869063,0.8947368421052632,0.0,0.2132522796352583,0.723404255319149,0.0,,,,grid_distortion,0.4315789473684211
"MT.RandGridDistortion(num_cells=3, prob=0.5, distort_limit=(-0.3, 0.3))",0.195095070128614,0.578512396694215,0.0,0.1582233355646668,0.4729729729729729,0.0,0.2602589215355173,0.7446808510638298,0.0,,,,grid_distortion,0.328952493741993
"MT.RandGridDistortion(num_cells=3, prob=0.5, distort_limit=(-0.5, 0.5))",0.1478975029920978,0.3414634146341463,0.0,0.1111872861858535,0.2765957446808511,0.0,0.2523406584448404,0.7446808510638298,0.0,,,,grid_distortion,0.21053411734970742
"MT.RandGridDistortion(num_cells=5, prob=0.5, distort_limit=(-0.03, 0.03))",0.2507129163671219,0.6542056074766355,0.0,0.3244588744588744,1.0,0.0,0.2454441067207024,0.7446808510638298,0.0,,,,grid_distortion,0.3870387011742151
"MT.RandGridDistortion(num_cells=5, prob=0.5, distort_limit=(-0.09, 0.09))",0.2734054195154763,0.9462365591397848,0.0,0.2630434782608696,0.9565217391304348,0.0,0.2951705504896994,0.9361702127659576,0.0,,,,grid_distortion,0.515197333413652
"MT.RandGridDistortion(num_cells=5, prob=0.5, distort_limit=(-0.1, 0.1))",0.2458964484381685,0.6140350877192982,0.0111111111111111,0.2828123491696854,0.631578947368421,0.0066225165562913,0.2614411875453695,0.7446808510638298,0.0344827586206896,,,,grid_distortion,0.36967337041791465
"MT.RandGridDistortion(num_cells=5, prob=0.5, distort_limit=(-0.3, 0.3))",0.2436782538189207,0.6944444444444444,0.0560747663551401,0.351294909268055,1.0,0.0375,0.303814104430392,0.5319148936170213,0.074074074074074,,,,grid_distortion,0.4052243813227522
"MT.RandGridDistortion(num_cells=5, prob=0.5, distort_limit=(-0.5, 0.5))",0.1577950043066322,0.4186046511627906,0.0,0.161357955255593,0.4444444444444444,0.0,0.2896904199031859,0.9574468085106383,0.0,,,,grid_distortion,0.24633936261843237
"MT.RandGridDistortion(num_cells=7, prob=0.5, distort_limit=(-0.03, 0.03))",0.2390869372158812,0.7311827956989247,0.0,0.4092231457800511,1.0,0.0,0.2953394899983308,0.723404255319149,0.0,,,,grid_distortion,0.4120165868875105
"MT.RandGridDistortion(num_cells=7, prob=0.5, distort_limit=(-0.09, 0.09))",0.2520167201322057,0.8395061728395062,0.0,0.4193333333333333,1.0,0.0,0.2160036023865811,0.723404255319149,0.0,,,,grid_distortion,0.4618108292019054
"MT.RandGridDistortion(num_cells=7, prob=0.5, distort_limit=(-0.1, 0.1))",0.1428805633294213,0.3272727272727272,0.0,0.3703222094361335,1.0,0.0,0.1160463807272318,0.2571428571428571,0.0,,,,grid_distortion,0.20234937257380153
"MT.RandGridDistortion(num_cells=7, prob=0.5, distort_limit=(-0.3, 0.3))",0.1791342952275249,0.6603773584905661,0.0,0.1498912292099992,0.5932203389830508,0.0,0.2454441067207024,0.7446808510638298,0.0,,,,grid_distortion,0.3537180910099889
"MT.RandGridDistortion(num_cells=7, prob=0.5, distort_limit=(-0.5, 0.5))",0.1476163048048145,0.4794520547945205,0.0,0.1055048440249809,0.3535353535353535,0.0,0.2523406584448404,0.7446808510638298,0.0,,,,grid_distortion,0.26558897432021544
"MT.RandGridDistortion(num_cells=9, prob=0.5, distort_limit=(-0.03, 0.03))",0.2670043016207392,0.825,0.0,0.3169649122807018,1.0,0.0,0.250726571871106,0.7021276595744681,0.0,,,,grid_distortion,0.4635021508103696
"MT.RandGridDistortion(num_cells=9, prob=0.5, distort_limit=(-0.09, 0.09))",0.2743538912126657,0.4794520547945205,0.0,0.4772288098375055,1.0,0.0,0.2784599797365755,0.7446808510638298,0.0,,,,grid_distortion,0.3289577675241411
"MT.RandGridDistortion(num_cells=9, prob=0.5, distort_limit=(-0.1, 0.1))",0.1868922999739505,0.6153846153846153,0.0,0.145742518351214,0.5142857142857142,0.0,0.2782708544410672,0.7659574468085106,0.0,,,,grid_distortion,0.33959999614082137
"MT.RandGridDistortion(num_cells=9, prob=0.5, distort_limit=(-0.3, 0.3))",0.2687645823773968,0.5343511450381679,0.0327868852459016,0.3271768922622812,0.8888888888888888,0.021505376344086,0.293946204877973,0.7446808510638298,0.0689655172413793,,,,grid_distortion,0.35140143772855575
"MT.RandGridDistortion(num_cells=9, prob=0.5, distort_limit=(-0.5, 0.5))",0.2525641379824557,0.8536585365853657,0.0,0.2596527498996387,1.0,0.0,0.2814229426995384,0.7446808510638298,0.0,,,,grid_distortion,0.46774548362537416
None,0.1497326565143824,0.3553299492385787,0.0,0.1348858447488584,0.4,0.0,0.2283012495778453,0.7446808510638298,0.0,,,,None,0.21699830795262268
"""T.RandomErasing(p=0.5, scale=(0.001, 0.01), ratio=(0.3, 3.3), value=random, inplace=False)""",0.2541025064628526,0.8292682926829269,0.0,0.4861855670103092,1.0,0.0,0.2257390521220308,0.723404255319149,0.0,,,,random_erasing_small_region,0.4587585703045971
"""T.RandomErasing(p=0.7, scale=(0.001, 0.01), ratio=(0.3, 3.3), value=random, inplace=False)""",0.2386869162533051,0.5882352941176471,0.0,0.4262626262626263,1.0,0.0,0.2488303501069458,0.7446808510638298,0.0,,,,random_erasing_small_region,0.3546375757737114
None,0.2098702810285195,0.510948905109489,0.0108695652173913,0.1872814216905561,0.3888888888888889,0.0064516129032258,0.2688485949527769,0.7446808510638298,0.0344827586206896,,,,None,0.3104016590797945
"T.RandomErasing(p=0.5, scale=(0.001, 0.01), ratio=(0.3, 3.3), value=0, inplace=False)",0.1978419549349412,0.510948905109489,0.0,0.2777777777777778,1.0,0.0,0.2117933130699087,0.7446808510638298,0.0,,,,random_erasing_small_region,0.3033005395112662
"T.RandomErasing(p=0.7, scale=(0.001, 0.01), ratio=(0.3, 3.3), value=0, inplace=False)",0.1581962086960087,0.4487179487179487,0.0,0.2485339089764346,0.8333333333333334,0.0,0.1997298210064167,0.7446808510638298,0.0,,,,random_erasing_small_region,0.25858528383518387
