Transforms,Test F1_mean,Test F1_max,Test F1_min,Test F1_std,Test Precision_mean,Test Precision_max,Test Precision_min,Test Precision_std,Test Recall_mean,Test Recall_max,Test Recall_min,Test Recall_std,Test Accuracy_mean,Test Accuracy_max,Test Accuracy_min,Test Accuracy_std
"MT.RandGaussianSharpen(prob=0.5, alpha=(0.0, 2.0))",0.2291060534431913,0.7948717948717948,0.0,0.34093333892813904,0.257607476635514,1.0,0.0,0.42912062254186223,0.2284228301249578,0.6595744680851063,0.0,0.2848062477475211,,,,
"MT.RandGaussianSharpen(prob=0.5, alpha=(1.0, 5.0))",0.2360252650575231,0.4895104895104895,0.0,0.2118892478347301,0.3675198412698412,1.0,0.0,0.4049425974868355,0.2693594506360464,0.7446808510638298,0.0,0.29309621923807755,,,,
"MT.RandGaussianSharpen(prob=0.5, alpha=(2.0, 2.0))",0.25430575035063113,0.608695652173913,0.0,0.2573432355755146,0.40464287817228994,1.0,0.0,0.41194590914659784,0.2676663289429247,0.7446808510638298,0.0,0.29957210876114654,,,,
"MT.RandShiftIntensity(prob=0.5, offsets=(-0.1, 0.1))",0.2779457269584046,0.7368421052631579,0.0,0.3024651139746675,0.5512878787878788,1.0,0.0,0.5031988182961272,0.2448091860857818,0.7446808510638298,0.0,0.29398371085211433,,,,
"MT.RandShiftIntensity(prob=0.5, offsets=(-0.1, 0.4))",0.14761099860952295,0.2909090909090909,0.0,0.12834932093920426,0.2712159329140461,1.0,0.0,0.41490872647394306,0.16589440504334121,0.4,0.0,0.14633964806532707,,,,
"MT.RandShiftIntensity(prob=0.5, offsets=(0.05, 0.05))",0.1996331040233479,0.5691056910569106,0.0,0.26197266518102374,0.21530787753697972,0.5882352941176471,0.0,0.28595866968461414,0.2283012495778453,0.7446808510638298,0.0,0.31141636085018554,,,,
"MT.RandShiftIntensity(prob=0.5, offsets=(0.1, 0.1))",0.2403834260977118,0.4897959183673469,0.0,0.22957731672423534,0.44510402219140077,1.0,0.0,0.46378611721775975,0.26195204322863896,0.7446808510638298,0.0,0.29736239826838845,,,,
"MT.RandShiftIntensity(prob=0.5, offsets=(0.1, 0.4))",0.3112743534054726,0.8395061728395062,0.0,0.3470573445425504,0.5895833333333333,1.0,0.0,0.5251694501671712,0.2519824383654171,0.723404255319149,0.0,0.2869254426761939,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(2, 2))",0.31508683533447684,0.6603773584905661,0.0,0.2977950346878267,0.27346973904298005,0.5932203389830508,0.0,0.26255638511530716,0.3806822019587977,0.7446808510638298,0.0,0.34044667249668686,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(2, 2), gamma=(0.5, 1.5))",0.21034212864250174,0.7466666666666666,0.0,0.3093630667670499,0.25856446588282583,1.0,0.0,0.41882962256848805,0.22306428008555668,0.5957446808510638,0.0,0.25387002792285046,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(3, 3))",0.2125657020145209,0.7792207792207793,0.0,0.3314226559334237,0.24066666666666667,1.0,0.0,0.4305061620413296,0.22416751097602164,0.6382978723404256,0.0,0.2768003213664163,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(3, 3), gamma=(0.5, 1.5))",0.1491264367816092,0.41666666666666663,0.0,0.1835578130614342,0.19785123966942147,0.5,0.0,0.2109167982218266,0.23062929190588766,0.7446808510638298,0.0,0.3270822313662294,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(5, 5))",0.19573759391642903,0.47619047619047616,0.0,0.2385134702967106,0.14909487861661025,0.3508771929824561,0.0,0.18435992292426745,0.29234065844484036,0.7446808510638298,0.0,0.3417965838553217,,,,
"MT.RandSmoothFieldAdjustContrast(prob=0.5, spatial_size=(600, 400), rand_size=(5, 5), gamma=(0.5, 1.5))",0.19079946954627264,0.5147058823529412,0.0,0.2017963996158922,0.25683222631352537,0.6666666666666666,0.0,0.27528445152373376,0.2602589215355173,0.7446808510638298,0.0,0.3048228460445278,,,,
None,0.17477447283898898,0.4666666666666667,0.0,0.19780201803085667,0.34034211742949605,1.0,0.0,0.4025641725329776,0.22999437127096697,0.7446808510638298,0.0,0.3040980047467975,,,,
"T.RandomAdjustSharpness(sharpness_factor=1.5, p=0.5)",0.2693511763436218,0.8536585365853657,0.0,0.3749673132943555,0.3536434108527132,1.0,0.0,0.47793209286623856,0.234015535292131,0.7446808510638298,0.0,0.3129913758265809,,,,
"T.RandomAdjustSharpness(sharpness_factor=2.0, p=0.5)",0.20259061200237674,0.7070707070707072,0.0,0.31156789720733924,0.18661538461538463,0.6730769230769231,0.0,0.29432381635834304,0.22322188449848027,0.7446808510638298,0.0,0.3329296866529609,,,,
"T.RandomAdjustSharpness(sharpness_factor=2.5, p=0.5)",0.23414162112932604,0.7777777777777778,0.0,0.3359350923277002,0.24496855611362006,0.813953488372093,0.0,0.35614108209432244,0.234015535292131,0.7446808510638298,0.0,0.3129913758265809,,,,
"T.RandomAdjustSharpness(sharpness_factor=3.0, p=0.5)",0.26611943837095964,0.7792207792207793,0.0,0.3141042561867987,0.47891625615763556,1.0,0.0,0.49331088189716693,0.23326804007655072,0.6382978723404256,0.0,0.26016242479409774,,,,
"T.RandomApply([T.ColorJitter(brightness=0.1, contrast=0.1, saturation=0.1, hue=0.1)], p=0.5)",0.2820963926039356,0.8536585365853657,0.0,0.3430268758473473,0.4303030303030303,1.0,0.0,0.41740293076542984,0.24311606439266012,0.7446808510638298,0.0,0.2993692396672423,,,,
"T.RandomApply([T.ColorJitter(brightness=0.15, contrast=0.15)], p=0.5)",0.2510916307859115,0.7608695652173912,0.0,0.32143689547433857,0.4724358974358974,1.0,0.0,0.4467756600283265,0.23570865698525273,0.7446808510638298,0.0,0.3050027824619987,,,,
"T.RandomApply([T.ColorJitter(brightness=0.3)], p=0.5)",0.22308205490316016,0.6862745098039216,0.0,0.27491758141598716,0.3710227272727272,1.0,0.0,0.4338208643615149,0.25454463582123155,0.7446808510638298,0.0,0.3024766022706439,,,,
"T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3)], p=0.5)",0.11904318083807104,0.2928870292887029,0.0,0.12079624533028513,0.08999770845986008,0.18229166666666663,0.0,0.07681423228047558,0.22999437127096697,0.7446808510638298,0.0,0.3040980047467975,,,,
"T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3, saturation=0.3)], p=0.5)",0.2267495173745174,0.7297297297297298,0.0,0.30181149738126806,0.4821310702498821,1.0,0.0,0.4959221558108365,0.19023753236519195,0.574468085106383,0.0,0.23185356708913252,,,,
"T.RandomApply([T.ColorJitter(brightness=0.3, contrast=0.3, saturation=0.3, hue=0.3)], p=0.5)",0.15300785119296917,0.33198380566801616,0.0,0.1558862054528111,0.3259275362318841,1.0,0.0,0.40777181406019836,0.25552628616458406,0.8723404255319149,0.0,0.3585907393939149,,,,
"T.RandomApply([T.ColorJitter(brightness=0.4, contrast=0.4)], p=0.5)",0.1910018222017159,0.45901639344262296,0.0,0.18344507023609427,0.26932217751889886,1.0,0.0,0.41651489985732737,0.2871168873516636,0.6551724137931034,0.0,0.25303317502816763,,,,
"T.RandomApply([T.ColorJitter(contrast=0.1)], p=0.5)",0.19616967629500542,0.5000000000000001,0.0,0.26382767372871263,0.25455862506946103,0.9230769230769232,0.0,0.4018261428096166,0.22440415050833246,0.7446808510638298,0.0,0.3246165188205054,,,,
"T.RandomApply([T.ColorJitter(contrast=0.3)], p=0.5)",0.26207241094251615,0.6862745098039216,0.0,0.27955656988383515,0.3693699917104173,0.75,0.0,0.3427753468481663,0.26195204322863896,0.7446808510638298,0.0,0.29736239826838845,,,,
"T.RandomApply([T.ColorJitter(contrast=0.5)], p=0.5)",0.18204818681046853,0.4,0.0,0.17347051257770457,0.32760416666666664,1.0,0.0,0.4031852210617831,0.24883035010694585,0.7446808510638298,0.0,0.3006555387548109,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 0.5))], p=0.5)",0.20064394465923754,0.4046242774566474,0.0,0.17896271945970185,0.32822222222222225,1.0,0.0,0.4032748656734642,0.2676663289429247,0.7446808510638298,0.0,0.29957210876114654,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 1.5))], p=0.25)",0.24900974459915917,0.6666666666666665,0.0,0.278743487735198,0.41044297585552575,1.0,0.0,0.41789836448218454,0.2602589215355173,0.7446808510638298,0.0,0.3048228460445278,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.1, 2.0))], p=0.5)",0.21792192345269953,0.631578947368421,0.0,0.2663274612327385,0.45491118077324977,1.0,0.0,0.45406701119975623,0.18890014634695484,0.5106382978723404,0.0,0.2107636229229971,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(0.5, 1.0))], p=0.5)",0.2213896450668892,0.6862745098039216,0.0,0.2753645644239954,0.3913203463203463,1.0,0.0,0.42578937910650966,0.225973207249803,0.7446808510638298,0.0,0.2987736456875066,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=3, sigma=(1.5, 2.0))], p=0.5)",0.25336389441248347,0.6363636363636364,0.0,0.25942779399530136,0.42919896640826877,1.0,0.0,0.41756498319830154,0.25052347180006757,0.7446808510638298,0.0,0.29456049099177806,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 0.5))], p=0.5)",0.2692720918277207,0.8536585365853657,0.0,0.35783011448170204,0.6063157894736843,1.0,0.0,0.5391899125288354,0.22428008555668127,0.7446808510638298,0.0,0.30372854045125586,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.1, 2.0))], p=0.5)",0.1328261916225325,0.41935483870967744,0.0,0.18003429931077117,0.30190377293181025,1.0,0.0,0.44070428614682705,0.11873015873015873,0.37142857142857144,0.0,0.15179450643692388,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(0.5, 1.0))], p=0.5)",0.2598125254187554,0.8536585365853657,0.0,0.34532399893773547,0.4455523672883787,1.0,0.0,0.5112001496282617,0.2602589215355173,0.7446808510638298,0.0,0.3048228460445278,,,,
"T.RandomApply([T.GaussianBlur(kernel_size=5, sigma=(1.5, 2.0))], p=0.5)",0.09706514206514208,0.35135135135135137,0.0,0.14713631795555474,0.2824561403508772,1.0,0.0,0.4238031506437123,0.10076325565687268,0.37142857142857144,0.0,0.15810707428783527,,,,
